ID,Format,Type,Name,Artist,Year,Subtype,Country,Label,SpineCat,CatNumber,PicFront,PicBack,PicLabela,PicLabelb,PicInsideCD,PicMisc1,PicMisc2,PicMisc3,PicMisc4,PicMisc5,PicMisc6,PicMisc7,PicMisc8,PicMisc9,PicMisc10,PicMisc11,PicMisc12
172,Tape,Cass,Do It,Yello,1994,Single,UK,Mercury,NULL,50942,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers
173,CD,CD-Maxi,Do It,Yello,1994,NULL,Germany,Mercury,NULL,858 695-2,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers
174,CD,CD-Maxi,Do It,Yello,1994,NULL,Germany,Mercury,NULL,858 694-2,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers
175,CD,CD-Maxi,Do It,Yello,199?,3?,U.S.A,NULL,NULL,NULL,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers
176,CD,CD-Maxi,Do It,Yello,1994,NULL,U.S.A,Smash,NULL,162-445 815-2,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers
177,Memorabilia,Promos,Do It,Yello,1994,Sticker,NULL,NULL,NULL,NULL,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers
178,VHS,Single,Do It,Yello,1994,Music,U.S.A,Smash,NULL,16911?,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers
179,VHS,Single,Do It,Yello,1994,Music,NULL,Phonogram,NULL,555804,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers
180,CD,CD-Maxi,Drive Driven,Yello,1993,NULL,U.S.A,Smash,PRCD 010-2,PRCD 010-2,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers
181,Vinyl,12inch,Eccentrix Remixes,Yello,1999,NULL,Germany,Mercury,NULL,B818820,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers
182,Vinyl,12inch,Eccentrix Remixes,Yello,1999,NULL,Germany,Mercury,NULL,None,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers
183,CD,Album,Eccentrix Remixes,Yello,1999,NULL,Germany,Mercury,NULL,538 584-2,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers
184,CD,Album,Eccentrix Remixes,Yello,1999,NULL,Germany,Mercury,NULL,74PM4826,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers
185,CD,Album,Eccentrix Remixes,Yello,1999,NULL,Russia,Polygram,NULL,538 584-2,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers
186,Tape,Cass,Eccentrix Remixes,Yello,1999,Album,Poland,Mercury,NULL,538 584-4,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers
187,CD,Album,Essential,Yello,1993,NULL,Canada,Vertigo,NULL,512 390-2,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers
188,CD,Album,Essential,Yello,1992,NULL,South Africa,Fontana,NULL,NULL,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers
189,CD,Album,Essential,Yello,1992,NULL,France,Mercury,NULL,512 390-2,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers
190,CD,Album,Essential,Yello,1991,NULL,Australia,Mercury,NULL,512 390-2,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers
191,CD,Album,Essential,Yello,1992,NULL,Germany,Mercury,NULL,512 390-2,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers
192,VHS,Album,Essential,Yello,1992,Music,Germany,Polygram,NULL,085 792-3,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers
193,VHS,Album,Essential,Yello,1992,Music,Germany,Polygram,NULL,085 792-3,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers
194,CD,Album,Essential,Yello,NULL,NULL,Germany,Mercury,NULL,512 390-2,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers
195,CD,Album,Essential,Yello,199?,NULL,Italy,Mercury,NULL,512 390-2,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers
196,CD,Album,Essential,Yello,1992,NULL,Japan,Mercury,PHCR-50,PHCR-50,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers
197,CD,Album,Essential,Yello,1994,NULL,Netherlands,Mercury,NULL,512 390-2,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers
198,VHS,Album,Essential,Yello,NULL,Music,RUSSIA,Polygram,NULL,085 792-3,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers
199,DVD,Album,Essential,Yello,2001,Music,Russia,Universal,085 792 9,085 792 9,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers
200,CD,Album,Essential,Yello,1992,NULL,Sweden,Mercury,NULL,512 390-2,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers
201,CD,Album,Essential,Yello,1993,NULL,U.S.A,Smash,NULL,162 888 002-2,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers
202,VHS,Album,Essential,Yello,1992,Music,U.S.A,Polygram,NULL,440 085 793-3,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers
203,CD,Album,Essential,Yello,1992,NULL,UK,Mercury,NULL,512 390-2,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers
204,Memorabilia,Button,Essential,Yello,1992,,NULL,NULL,NULL,NULL,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers
205,Tape,Cass,Essential,Yello,1992,Album,Germany,Mercury,512 390-4,512 390-4,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers
206,Tape,Cass,Essential,Yello,1995,Album,Poland,Mercury,NULL,512 390-4,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers
207,Tape,Cass,Essential,Yello,1993,Album,U.S.A,Smash,NULL,162-888 002-4,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers
208,Tape,Cass,Essential,Yello,1992,Album,UK,Mercury,NULL,NULL,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers
209,Tape,Cass,Essential,Yello,1992,Album,UK,Mercury,NULL,512 390-4,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers
210,Tape,DCC,Essential,Yello,1992,Album,Germany,Mercury,NULL,512 390-5,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers
211,Tape,DCC,Essential,Yello,1992,Album,Netherlands,Mercury,NULL,512 390-5,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers
212,Tape,DCC,Essential,Yello,1992,Album,UK,Mercury,NULL,512 390-5,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers
213,Vinyl,LP,Essential,Yello,1992,NULL,Germany,Mercury,NULL,512 390-1,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers
214,Vinyl,LP,Essential,Yello,1992,NULL,U.S.A,Smash,NULL,888 002-2,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers
215,Vinyl,LP,Essential,Yello,1992,NULL,UK,Mercury,NULL,512 390-1,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers
216,Memorabilia,Pen,Essential,Yello,1992,NULL,NULL,NULL,NULL,NULL,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers
217,Memorabilia,Post card,Essential,Yello,1992,NULL,NULL,NULL,NULL,NULL,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers
218,Memorabilia,Promos,Essential,Yello,1992,post it notes,Germany,NULL,NULL,NULL,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers
219,Memorabilia,Promos,Essential,Yello,1992,press kit,U.S.A,Island Press,NULL,NULL,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers
220,Memorabilia,Promos,Essential,Yello,1992,press kit,NULL,NULL,NULL,NULL,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers
221,Memorabilia,Textile,Essential,Yello,1992,T-Shirt,NULL,NULL,NULL,NULL,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers
222,DVD,DVD-R,Essential + The Yello Video Show,Yello,NULL,Music,NULL,NULL,NULL,NULL,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers
223,Vinyl,12inch,Essential Christmas,Yello,1995,NULL,Germany,Mercury,NULL,582 944-1,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers
224,CD,Album,Essential Christmas,Yello,1995,NULL,Germany,Mercury,NULL,528 944-2,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers
225,Tape,Cass,Essential Christmas,Yello,1995,NULL,Germany,Mercury,NULL,528 944-4,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers
226,Tape,DCC,Essential Christmas,Yello,1995,NULL,Germany,Mercury,NULL,528 944-5,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers
227,Vinyl,12inch,Fishers Game,Yello,NULL,NULL,NULL,Mercury,NULL,NULL,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers
228,Vinyl,7inch,Fishers Game,Yello,NULL,NULL,NULL,Mercury,NULL,NULL,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers
229,CD,Album,Flag,Yello,1988,NULL,Canada,Vertigo,NULL,836 426-2,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers
230,CD,Album,Flag,Yello,1988,NULL,Canada,Vertigo,NULL,836 426-2,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers,./assets/bands/Covers
