'SubID','Info','Remixer','FeatArtist','FeatSongs','Ad','Frank','Raphy','Paul','Julz','Ari','Barry','Kralle','Month','Day','Reference','Price','Exemplare','Reliability','IMDB','PromoAuto','Matrices','NumberofPressing','IFPIDisc','IFPIPlastic','LC','PG','BIEMAGEMA','Pressedin','rarity','deleted','colorofvinyl','Coverinfos','InnerSleeve','NoOfTracks','Tracklistshort','extra','Bought','WhereFrom','Dealer','HowMuch','Shipping','WhereisRecord','paid','received','commentreceived','commentgiven','ebaynummer','numerical','Size','Album'
'1','All records have unique covers,',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'1',NULL,'August','15','Barry',NULL,NULL,'fact',NULL,NULL,,NULL,NULL,NULL,,,NULL,NULL,NULL,NULL,'gold disc','red/ pink p/s',NULL,'2','The Race 13.22 [extended]/La Habanera 5.10',NULL,,,,,,,,,NULL,NULL,NULL,NULL,NULL,NULL
'2','All records have unique covers,',NULL,NULL,NULL,NULL,NULL,'1',NULL,NULL,NULL,NULL,NULL,'August','15','RA',NULL,NULL,'fact',NULL,NULL,,NULL,NULL,NULL,'0268','940','BIEM/STEMRA','UK',NULL,NULL,'gold disc','Yellow/ Orange/ Purple front// green/ Yellow back p/s',NULL,'2','The Race 13.22 [extended]/La Habanera 5.10',NULL,'2004','ebay',,,,'ratho drive','yes','yes',NULL,NULL,NULL,NULL,NULL,NULL
'3','Autographed by Dieter Meier',NULL,NULL,NULL,NULL,NULL,'1',NULL,'1',NULL,NULL,NULL,'October','26',,NULL,NULL,'fact',NULL,'Autographed','MERCD382 10206491 01 %                     MADE IN U.K. BY PDO',NULL,'none','none','00268','940','BIEM/STEMRA','none','Unique',NULL,NULL,'yellow blue p/s',NULL,'4','1: The Race (3:15); 2: The Race (Remixed by Derek May) (6:21); 3: The Race (Extended Version) (13:22); 4: Bostich (Reese Respect Mix) (2:18);',NULL,'14/1/04 00:00','ebay','braincaker','24.50 USD','4 USD','ratho drive','yes','yes',NULL,NULL,'2586385943','149',NULL,NULL
'4',NULL,NULL,NULL,NULL,'1',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'Ari',NULL,NULL,'fact',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
'5',NULL,NULL,NULL,NULL,'1',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'Ari',NULL,NULL,'fact',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
'6',NULL,NULL,NULL,NULL,'1',NULL,'1','1','1',NULL,'1',NULL,NULL,NULL,'Paul Jones',NULL,NULL,'fact',NULL,'Promo','YELLO 1989 10088181 01 %',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'p/s',NULL,'8',' ',NULL,'7/12/03 00:00','web','totem records','20 GBP',NULL,'glasgow','yes','yes',NULL,NULL,NULL,NULL,NULL,NULL
'7','picture taken from The Face March 1983 issue',NULL,NULL,NULL,NULL,NULL,'1',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'RA',NULL,NULL,'fact',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'limited Edition test pressing only 1 piece?!',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'18/10/03 00:00','Music Fair, Glasgow',NULL,'20 GBP',NULL,'glasgow',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
'8',NULL,NULL,NULL,NULL,NULL,NULL,NULL,'1',NULL,NULL,NULL,NULL,NULL,NULL,'Paul Jones',NULL,NULL,'fact',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
'9',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,'Makke',NULL,NULL,'wonder',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
